Date of Demolition;Locality;District;Area;Housing Units;People left Homeless;Minors left Homeless;Type Of Sturcture
13/12/22;al-Jiftlik;Jericho;west-bank;2;0;0;Residental
13/12/22;al-Jiftlik;Jericho;west-bank;1;12;4;Residental
13/12/22;al-Jiftlik;Jericho;west-bank;6;0;0;Non Resedential
13/12/22;al-Jiftlik;Jericho;west-bank;1;0;0;Residental
13/12/22;al-Jiftlik;Jericho;west-bank;1;7;3;Residental
13/12/22;al-Jib;al-Quds;west-bank;2;0;0;Non Resedential
13/12/22;al-Jib;al-Quds;west-bank;1;0;0;Non Resedential
13/12/22;al-Jib;al-Quds;west-bank;2;0;0;Non Resedential
12/12/22;Kh. a-Deir;Bethlehem;west-bank;2;0;0;Non Resedential
12/12/22;Tekoa;Bethlehem;west-bank;1;0;0;Non Resedential
11/12/22;Sinjil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
8/12/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;3;1;Residental
8/12/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;10;8;Residental
8/12/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
8/12/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;12;7;Residental
8/12/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
8/12/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;2;0;Residental
6/12/22;Nahhalin;Bethlehem;west-bank;1;0;0;Non Resedential
6/12/22;Kh. a-Safai al-Foqa;Hebron;west-bank;2;0;0;Non Resedential
6/12/22;Birin;Hebron;west-bank;1;0;0;Residental
6/12/22;a-Sawiyah;Nablus;west-bank;1;0;0;Non Resedential
5/12/22;Idhna;Hebron;west-bank;1;0;0;Non Resedential
5/12/22;Idhna;Hebron;west-bank;1;0;0;Non Resedential
5/12/22;Idhna;Hebron;west-bank;1;0;0;Non Resedential
5/12/22;Idhna;Hebron;west-bank;1;0;0;Non Resedential
5/12/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
1/12/22;Qalandia;al-Quds;west-bank;5;0;0;Non Resedential
1/12/22;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
1/12/22;Kh. Tatrit ('Arab al-Freijat);Hebron;west-bank;1;0;0;Residental
1/12/22;Kh. Tatrit ('Arab al-Freijat);Hebron;west-bank;1;2;0;Residental
30/11/22;Lifjim;Nablus;west-bank;1;0;0;Non Resedential
30/11/22;Lifjim;Nablus;west-bank;4;0;0;Non Resedential
30/11/22;Lifjim;Nablus;west-bank;1;4;1;Residental
30/11/22;Lifjim;Nablus;west-bank;2;0;0;Non Resedential
30/11/22;Lifjim;Nablus;west-bank;1;7;5;Residental
30/11/22;Lifjim;Nablus;west-bank;1;0;0;Non Resedential
30/11/22;Lifjim;Nablus;west-bank;1;8;3;Residental
30/11/22;Lifjim;Nablus;west-bank;1;0;0;Non Resedential
29/11/22;Hizma;al-Quds;west-bank;1;0;0;Non Resedential
29/11/22;'Anata;al-Quds;west-bank;1;0;0;Residental
29/11/22;'Anata;al-Quds;west-bank;1;0;0;Residental
29/11/22;'Anata;al-Quds;west-bank;1;0;0;Residental
29/11/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;2;0;Residental
29/11/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;5;3;Residental
28/11/22;Khalet al-Furn;Hebron;west-bank;1;0;0;Non Resedential
28/11/22;Hebron;Hebron;west-bank;1;7;5;Residental
28/11/22;Hebron;Hebron;west-bank;1;9;7;Residental
28/11/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Residental
28/11/22;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
28/11/22;al-Khalayleh;al-Quds;west-bank;5;0;0;Non Resedential
24/11/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
24/11/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
24/11/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
24/11/22;'Atarah;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
24/11/22;'Atarah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
24/11/22;'Atarah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
23/11/22;Qibyah;Ramallah and al-Bira;west-bank;1;0;0;Residental
23/11/22;Qibyah;Ramallah and al-Bira;west-bank;1;0;0;Residental
23/11/22;Qibyah;Ramallah and al-Bira;west-bank;1;0;0;Residental
23/11/22;Qibyah;Ramallah and al-Bira;west-bank;1;0;0;Residental
23/11/22;Kh. a-Safai al-Foqa;Hebron;west-bank;1;0;0;Non Resedential
23/11/22;al-Khader;Bethlehem;west-bank;1;0;0;Non Resedential
23/11/22;al-Khader;Bethlehem;west-bank;1;6;2;Residental
21/11/22;a-Nabi Elyas;Qalqiliya;west-bank;1;0;0;Non Resedential
21/11/22;Jayus;Qalqiliya;west-bank;1;0;0;Non Resedential
21/11/22;Duma;Nablus;west-bank;1;0;0;Non Resedential
21/11/22;Duma;Nablus;west-bank;4;0;0;Non Resedential
21/11/22;Duma;Nablus;west-bank;2;17;9;Residental
17/11/22;a-Nabi Elyas;Qalqiliya;west-bank;1;0;0;Non Resedential
16/11/22;'Azzun 'Atmah;Qalqiliya;west-bank;1;0;0;Residental
14/11/22;Qarawat Bani Hassan;Salfit;west-bank;1;0;0;Non Resedential
14/11/22;al-Maniyah;Bethlehem;west-bank;1;0;0;Residental
14/11/22;al-Maniyah;Bethlehem;west-bank;1;0;0;Residental
14/11/22;al-Maniyah;Bethlehem;west-bank;1;0;0;Residental
14/11/22;al-Maniyah;Bethlehem;west-bank;1;0;0;Non Resedential
14/11/22;Kh. Jamrurah;Hebron;west-bank;9;0;0;Non Resedential
14/11/22;Tarqumya;Hebron;west-bank;1;2;0;Residental
14/11/22;Tarqumya;Hebron;west-bank;6;0;0;Non Resedential
14/11/22;Tarqumya;Hebron;west-bank;1;5;3;Residental
13/11/22;'Arab al-'Anani wa al-Jabour;Salfit;west-bank;1;5;1;Residental
13/11/22;'Arab al-'Anani wa al-Jabour;Salfit;west-bank;1;0;0;Non Resedential
13/11/22;'Arab al-'Anani wa al-Jabour;Salfit;west-bank;1;7;5;Residental
13/11/22;'Arab al-'Anani wa al-Jabour;Salfit;west-bank;1;0;0;Non Resedential
13/11/22;'Arab al-'Anani wa al-Jabour;Salfit;west-bank;1;2;1;Residental
13/11/22;'Arab al-'Anani wa al-Jabour;Salfit;west-bank;1;0;0;Non Resedential
9/11/22;Khalet al-Furn;Hebron;west-bank;3;0;0;Non Resedential
7/11/22;Beit Jala;Bethlehem;west-bank;1;0;0;Non Resedential
7/11/22;Jericho;Jericho;west-bank;2;0;0;Non Resedential
7/11/22;Jericho;Jericho;west-bank;1;0;0;Non Resedential
7/11/22;Qibyah;Ramallah and al-Bira;west-bank;1;1;0;Residental
3/11/22;Beitin;Ramallah and al-Bira;west-bank;4;0;0;Non Resedential
3/11/22;al-Birah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
3/11/22;Bruqin;Salfit;west-bank;1;0;0;Non Resedential
3/11/22;Bruqin;Salfit;west-bank;1;0;0;Non Resedential
3/11/22;'Arab al-Freijat;Hebron;west-bank;1;0;0;Non Resedential
3/11/22;'Arab al-Freijat;Hebron;west-bank;3;0;0;Non Resedential
2/11/22;'Ein a-Duyuk al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
2/11/22;Jalbun;Jenin;west-bank;1;0;0;Residental
2/11/22;Jalbun;Jenin;west-bank;1;4;2;Residental
31/10/22;al-Baq'ah (Hebron);Hebron;west-bank;3;0;0;Residental
31/10/22;Um Lasafa;Hebron;west-bank;1;0;0;Residental
27/10/22;a-Sawahrah a-Sharqiyah;al-Quds;west-bank;1;0;0;Residental
27/10/22;a-Sawahrah a-Sharqiyah;al-Quds;west-bank;3;0;0;Non Resedential
26/10/22;'Ein a-Duyuk al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
26/10/22;'Ein a-Duyuk al-Foqa;Jericho;west-bank;4;0;0;Non Resedential
26/10/22;'Ein a-Duyuk al-Foqa;Jericho;west-bank;2;0;0;Non Resedential
26/10/22;Jericho;Jericho;west-bank;4;0;0;Non Resedential
26/10/22;Jericho;Jericho;west-bank;6;0;0;Non Resedential
25/10/22;al-Jawaya;Hebron;west-bank;1;0;0;Non Resedential
25/10/22;al-Jawaya;Hebron;west-bank;1;0;0;Non Resedential
25/10/22;Bani Na'im;Hebron;west-bank;1;0;0;Residental
25/10/22;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Non Resedential
25/10/22;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Non Resedential
25/10/22;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Non Resedential
25/10/22;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Non Resedential
25/10/22;Kh. Wadi Ejheish;Hebron;west-bank;2;0;0;Non Resedential
20/10/22;Deir Samit;Hebron;west-bank;1;0;0;Residental
10/10/22;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Non Resedential
6/10/22;Deir Samit;Hebron;west-bank;1;8;6;Residental
3/10/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
3/10/22;Hebron;Hebron;west-bank;1;12;6;Residental
3/10/22;a-Rifa'iya;Hebron;west-bank;1;0;0;Residental
3/10/22;Beit 'Einun;Hebron;west-bank;1;7;6;Residental
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;12;7;Residental
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;4;0;0;Non Resedential
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;6;4;Residental
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;1;0;Residental
3/10/22;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;5;3;Residental
29/9/22;Ras al-Jorah;Hebron;west-bank;1;0;0;Non Resedential
29/9/22;Irtas;Bethlehem;west-bank;2;0;0;Non Resedential
29/9/22;Irtas;Bethlehem;west-bank;2;0;0;Residental
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;Haris;Salfit;west-bank;1;0;0;Non Resedential
22/9/22;a-Rakeez;Hebron;west-bank;1;7;4;Residental
21/9/22;'Ein Samia;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
21/9/22;'Ein Samia;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
21/9/22;'Ein Samia;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
21/9/22;Kh. al-Marajim;Nablus;west-bank;2;0;0;Non Resedential
20/9/22;Kh. Jamrurah;Hebron;west-bank;1;6;4;Residental
20/9/22;Kh. Jamrurah;Hebron;west-bank;1;0;0;Non Resedential
19/9/22;al-'Auja;Jericho;west-bank;4;0;0;Non Resedential
19/9/22;Jaba';al-Quds;west-bank;1;5;0;Residental
19/9/22;Jaba';al-Quds;west-bank;4;0;0;Non Resedential
19/9/22;Jaba';al-Quds;west-bank;1;12;8;Residental
19/9/22;Jaba';al-Quds;west-bank;5;0;0;Non Resedential
19/9/22;'Ein a-Duyuk al-Foqa;Jericho;west-bank;4;0;0;Non Resedential
19/9/22;'Ein a-Duyuk al-Foqa;Jericho;west-bank;1;0;0;Residental
14/9/22;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Non Resedential
14/9/22;Rujeib;Nablus;west-bank;1;0;0;Non Resedential
14/9/22;Rujeib;Nablus;west-bank;1;0;0;Non Resedential
14/9/22;Rujeib;Nablus;west-bank;1;0;0;Non Resedential
14/9/22;a-Rifa'iya;Hebron;west-bank;1;0;0;Non Resedential
13/9/22;Jaba';al-Quds;west-bank;2;0;0;Non Resedential
8/9/22;Kh. Tana;Nablus;west-bank;1;6;1;Residental
8/9/22;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
7/9/22;'Anata;al-Quds;west-bank;3;0;0;Non Resedential
7/9/22;'Anata;al-Quds;west-bank;3;0;0;Non Resedential
7/9/22;'Anata;al-Quds;west-bank;4;0;0;Non Resedential
6/9/22;Beit Jala;Bethlehem;west-bank;1;5;1;Residental
6/9/22;al-Khader;Bethlehem;west-bank;1;7;5;Residental
6/9/22;al-Khader;Bethlehem;west-bank;4;0;0;Non Resedential
1/9/22;Tekoa;Bethlehem;west-bank;1;0;0;Non Resedential
31/8/22;al-Halqum;Bethlehem;west-bank;1;0;0;Residental
29/8/22;Jericho;Jericho;west-bank;1;0;0;Non Resedential
25/8/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
24/8/22;a-Zbeidat;Jericho;west-bank;1;0;0;Residental
24/8/22;Huwarah;Nablus;west-bank;1;0;0;Non Resedential
24/8/22;Huwarah;Nablus;west-bank;1;0;0;Non Resedential
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Non Resedential
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Non Resedential
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Non Resedential
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;2;0;0;Non Resedential
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;5;3;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Non Resedential
24/8/22;Wadi al-Ahmar;Jericho;west-bank;1;5;1;Residental
24/8/22;Wadi al-Ahmar;Jericho;west-bank;4;0;0;Non Resedential
22/8/22;Farasin;Jenin;west-bank;1;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;10;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Residental
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;2;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Residental
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;6;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;8;6;Residental
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;4;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Residental
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Non Resedential
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;2;0;Residental
22/8/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;4;2;Residental
19/8/22;al-Khader;Bethlehem;west-bank;1;0;0;Non Resedential
17/8/22;Bruqin;Salfit;west-bank;1;0;0;Non Resedential
17/8/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
17/8/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
17/8/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
16/8/22;Kh. 'Allan;Jericho;west-bank;1;1;0;Residental
16/8/22;Kh. 'Allan;Jericho;west-bank;2;11;7;Residental
16/8/22;Kh. 'Allan;Jericho;west-bank;7;0;0;Non Resedential
15/8/22;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
13/8/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
10/8/22;'Anata;al-Quds;west-bank;1;0;0;Residental
10/8/22;al-Mas'udiyah;Nablus;west-bank;1;0;0;Non Resedential
10/8/22;al-'Auja;Jericho;west-bank;1;8;3;Residental
10/8/22;al-'Auja;Jericho;west-bank;3;0;0;Non Resedential
10/8/22;Husan;Bethlehem;west-bank;1;0;0;Non Resedential
10/8/22;Wadi al-Ahmar;Jericho;west-bank;2;0;0;Residental
9/8/22;Beit Fajjar;Bethlehem;west-bank;1;6;4;Residental
8/8/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
8/8/22;Jaba';al-Quds;west-bank;1;0;0;Non Resedential
8/8/22;Jaba';al-Quds;west-bank;1;0;0;Residental
8/8/22;Jaba';al-Quds;west-bank;1;0;0;Non Resedential
8/8/22;Jaba';al-Quds;west-bank;1;4;0;Residental
8/8/22;Jaba';al-Quds;west-bank;1;12;8;Residental
8/8/22;Jaba';al-Quds;west-bank;1;0;0;Non Resedential
8/8/22;al-Buweib;Hebron;west-bank;1;7;5;Residental
4/8/22;Rantis;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
3/8/22;Tekoa;Bethlehem;west-bank;1;0;0;Non Resedential
3/8/22;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
3/8/22;a-Za'ayem;al-Quds;west-bank;3;0;0;Non Resedential
3/8/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
3/8/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
3/8/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
3/8/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
2/8/22;Beit Dajan;Nablus;west-bank;1;0;0;Non Resedential
2/8/22;a-Ramadin;Hebron;west-bank;1;0;0;Residental
2/8/22;a-Ramadin;Hebron;west-bank;2;0;0;Non Resedential
2/8/22;Sabastiya;Nablus;west-bank;1;9;6;Residental
2/8/22;Sabastiya;Nablus;west-bank;1;0;0;Non Resedential
2/8/22;Bizzariya;Nablus;west-bank;3;0;0;Non Resedential
1/8/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Residental
27/7/22;Jericho;Jericho;west-bank;1;0;0;Residental
27/7/22;Jericho;Jericho;west-bank;1;0;0;Non Resedential
27/7/22;Jericho;Jericho;west-bank;1;0;0;Residental
26/7/22;Qusin;Nablus;west-bank;1;0;0;Residental
26/7/22;Qusin;Nablus;west-bank;1;0;0;Non Resedential
26/7/22;Qusin;Nablus;west-bank;2;0;0;Non Resedential
26/7/22;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
26/7/22;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
26/7/22;Ya'bad;Jenin;west-bank;2;0;0;Non Resedential
26/7/22;Um a-Rihan;Jenin;west-bank;1;0;0;Residental
25/7/22;Idhna;Hebron;west-bank;1;4;2;Residental
25/7/22;Birin;Hebron;west-bank;1;0;0;Residental
25/7/22;Birin;Hebron;west-bank;1;0;0;Non Resedential
25/7/22;Kh. Um Qusah;Hebron;west-bank;1;6;4;Residental
24/7/22;al-Buweib;Hebron;west-bank;1;0;0;Non Resedential
19/7/22;'Anata;al-Quds;west-bank;1;0;0;Residental
19/7/22;'Anata;al-Quds;west-bank;1;0;0;Residental
19/7/22;'Anata;al-Quds;west-bank;1;0;0;Residental
19/7/22;'Anata;al-Quds;west-bank;1;0;0;Residental
19/7/22;'Anata;al-Quds;west-bank;2;0;0;Non Resedential
19/7/22;al-Jawaya;Hebron;west-bank;1;0;0;Non Resedential
19/7/22;al-Jawaya;Hebron;west-bank;2;0;0;Non Resedential
19/7/22;al-Jawaya;Hebron;west-bank;1;3;0;Residental
19/7/22;'Aqbat Jaber R.C.;Jericho;west-bank;1;0;0;Residental
17/7/22;al-Jawaya;Hebron;west-bank;3;0;0;Non Resedential
7/7/22;Kh. Um Qusah;Hebron;west-bank;1;12;7;Residental
7/7/22;Kh. Um Qusah;Hebron;west-bank;1;0;0;Residental
7/7/22;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
7/7/22;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
7/7/22;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
6/7/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
6/7/22;Kafr a-Dik;Salfit;west-bank;2;0;0;Non Resedential
5/7/22;Birin;Hebron;west-bank;3;0;0;Non Resedential
5/7/22;a-Lubban a-Sharqiyah;Nablus;west-bank;2;0;0;Non Resedential
5/7/22;a-Lubban a-Sharqiyah;Nablus;west-bank;2;0;0;Non Resedential
5/7/22;Duma;Nablus;west-bank;3;0;0;Non Resedential
5/7/22;Qabalan;Nablus;west-bank;1;0;0;Non Resedential
4/7/22;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
4/7/22;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
4/7/22;a-Sawahrah a-Sharqiyah;al-Quds;west-bank;1;0;0;Residental
4/7/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
3/7/22;al-'Abadiyeh;Bethlehem;west-bank;1;0;0;Residental
30/6/22;a-Rifa'iya;Hebron;west-bank;1;0;0;Non Resedential
30/6/22;al-Buweib;Hebron;west-bank;1;0;0;Non Resedential
29/6/22;'Anzah;Jenin;west-bank;1;0;0;Non Resedential
29/6/22;al-Mansura;Jenin;west-bank;2;0;0;Non Resedential
29/6/22;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
28/6/22;Tarqumya;Hebron;west-bank;8;0;0;Non Resedential
28/6/22;'Anata;al-Quds;west-bank;1;8;6;Residental
28/6/22;'Anata;al-Quds;west-bank;1;1;0;Residental
28/6/22;'Anata;al-Quds;west-bank;1;4;2;Residental
28/6/22;'Anata;al-Quds;west-bank;1;5;2;Residental
28/6/22;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
28/6/22;a-Za'ayem;al-Quds;west-bank;2;0;0;Non Resedential
28/6/22;a-Za'ayem;al-Quds;west-bank;2;0;0;Non Resedential
27/6/22;Bir Zeit;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
27/6/22;Nahhalin;Bethlehem;west-bank;1;0;0;Non Resedential
27/6/22;'Anata;al-Quds;west-bank;3;0;0;Non Resedential
27/6/22;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
27/6/22;Kh.Ibziq;Tubas;west-bank;3;0;0;Non Resedential
27/6/22;Kh.Ibziq;Tubas;west-bank;1;0;0;Residental
27/6/22;Kh.Ibziq;Tubas;west-bank;1;0;0;Residental
27/6/22;Kh.Ibziq;Tubas;west-bank;1;0;0;Non Resedential
27/6/22;Kh.Ibziq;Tubas;west-bank;2;0;0;Non Resedential
27/6/22;Kh.Ibziq;Tubas;west-bank;1;0;0;Non Resedential
27/6/22;Kh.Ibziq;Tubas;west-bank;2;0;0;Non Resedential
27/6/22;Kh.Ibziq;Tubas;west-bank;5;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
26/6/22;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
22/6/22;'Anata;al-Quds;west-bank;2;0;0;Non Resedential
22/6/22;'Anata;al-Quds;west-bank;3;0;0;Non Resedential
22/6/22;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Residental
21/6/22;Nahhalin;Bethlehem;west-bank;1;0;0;Non Resedential
21/6/22;Nahhalin;Bethlehem;west-bank;1;0;0;Non Resedential
15/6/22;al-Khalayleh;al-Quds;west-bank;3;0;0;Non Resedential
15/6/22;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
13/6/22;Sa'ir;Hebron;west-bank;2;8;5;Residental
13/6/22;Nahhalin;Bethlehem;west-bank;1;0;0;Non Resedential
13/6/22;'Aqbat Jaber R.C.;Jericho;west-bank;1;0;0;Residental
7/6/22;Beit Lid;Tulkarm;west-bank;1;0;0;Non Resedential
1/6/22;Kh. al-Markez;Hebron;west-bank;1;0;0;Residental
1/6/22;Kh. al-Markez;Hebron;west-bank;1;0;0;Residental
1/6/22;Kh. al-Markez;Hebron;west-bank;1;0;0;Non Resedential
1/6/22;Kh. al-Markez;Hebron;west-bank;1;0;0;Residental
1/6/22;Kh. al-Fakhit;Hebron;west-bank;1;4;2;Residental
1/6/22;al-Baq'ah (Hebron);Hebron;west-bank;2;0;0;Non Resedential
1/6/22;Kh. al-Fakhit;Hebron;west-bank;1;0;0;Residental
1/6/22;Kh. al-Fakhit;Hebron;west-bank;1;0;0;Non Resedential
1/6/22;Kh. al-Fakhit;Hebron;west-bank;1;0;0;Residental
1/6/22;Kh. al-Fakhit;Hebron;west-bank;1;0;0;Non Resedential
1/6/22;Qalandia;al-Quds;west-bank;7;0;0;Non Resedential
1/6/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
1/6/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
1/6/22;a-Za'ayem;al-Quds;west-bank;2;0;0;Non Resedential
30/5/22;Ras 'Atiya;Qalqiliya;west-bank;1;0;0;Non Resedential
24/5/22;al-Jawaya;Hebron;west-bank;2;0;0;Non Resedential
24/5/22;'Ein Samia;Ramallah and al-Bira;west-bank;1;6;3;Residental
24/5/22;'Ein Samia;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
24/5/22;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
24/5/22;'Arab a-Ramadin al-Janubi;Qalqiliya;west-bank;1;0;0;Non Resedential
23/5/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;2;0;0;Residental
22/5/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
22/5/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Non Resedential
22/5/22;Kafr a-Dik;Salfit;west-bank;1;0;0;Residental
19/5/22;Deir Istiya;Salfit;west-bank;1;0;0;Non Resedential
16/5/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Residental
16/5/22;a-Za'ayem;al-Quds;west-bank;2;0;0;Non Resedential
16/5/22;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
16/5/22;al-'Auja;Jericho;west-bank;1;0;0;Non Resedential
16/5/22;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Residental
12/5/22;Marj Na'jah;Jericho;west-bank;1;0;0;Non Resedential
